,X,meanY,stdY,meanYmean,meanYstd,X.1,D,order,class,classInt,newY,UD
4802,4802,180.72,8.03907125647,154.707804229,35.7215160728,111,2,22.0,B,0,187.574956263,113
4803,4803,172.1,3.47850542619,154.707804229,35.7215160728,112,2,23.0,B,0,170.326684079,113
4804,4804,176.0,2.16024689947,154.707804229,35.7215160728,113,2,24.0,B,0,175.372310368,113
4805,4805,194.916666667,4.16606056198,154.707804229,35.7215160728,114,2,25.0,B,0,193.508325585,113
4806,4806,197.5,1.29099444874,154.707804229,35.7215160728,115,2,26.0,B,0,197.083853035,113
4807,4807,190.090909091,3.47719845435,154.707804229,35.7215160728,116,2,27.0,B,0,191.985275179,113
4808,4808,170.0,1.58113883008,154.707804229,35.7215160728,117,2,28.0,B,0,169.709396553,113
4809,4809,166.5,3.60555127546,154.707804229,35.7215160728,118,2,29.0,B,0,167.618934591,113
4810,4810,166.5,4.18330013267,154.707804229,35.7215160728,119,2,30.0,B,0,163.083358891,113
4811,4811,151.0,4.08248290464,154.707804229,35.7215160728,120,2,31.0,B,0,151.197534193,113
4812,4812,145.555555556,3.50396600694,154.707804229,35.7215160728,121,2,32.0,B,0,142.53925876,113
4813,4813,140.0,2.73861278753,154.707804229,35.7215160728,122,2,33.0,B,0,144.91557609,113
4814,4814,139.0,3.31662479036,154.707804229,35.7215160728,123,2,34.0,B,0,135.382099187,113
4815,4815,129.1875,6.6253930701,154.707804229,35.7215160728,124,2,35.0,B,0,132.322282758,113
4816,4816,116.25,1.70782512766,154.707804229,35.7215160728,125,2,36.0,B,0,120.723280283,113
4817,4817,113.0,3.31662479036,154.707804229,35.7215160728,126,2,37.0,B,0,116.561476752,113
4818,4818,112.0,2.73861278753,154.707804229,35.7215160728,127,2,38.0,B,0,109.84987967,113
4819,4819,101.5,1.29099444874,154.707804229,35.7215160728,128,2,39.0,B,0,102.155228907,113
4820,4820,100.5,1.29099444874,154.707804229,35.7215160728,129,2,40.0,B,0,99.3011308588,113
4821,4821,97.5,2.44948974278,154.707804229,35.7215160728,130,3,1.0,B,0,99.8704045383,114
4822,4822,96.9090909091,3.47719845435,154.707804229,35.7215160728,131,3,2.0,B,0,94.9724549735,114
4823,4823,111.0,3.31662479036,154.707804229,35.7215160728,132,3,3.0,B,0,115.074283536,114
4824,4824,111.5,3.0276503541,154.707804229,35.7215160728,133,3,4.0,B,0,108.896768095,114
4825,4825,112.5,3.0276503541,154.707804229,35.7215160728,134,3,5.0,B,0,111.914147726,114
4826,4826,116.333333333,4.87950036474,154.707804229,35.7215160728,135,3,6.0,B,0,117.365514717,114
4827,4827,118.5,1.87082869339,154.707804229,35.7215160728,136,3,7.0,B,0,117.171512262,114
4828,4828,122.142857143,2.41029537807,154.707804229,35.7215160728,137,3,8.0,B,0,120.825438482,114
4829,4829,139.090909091,4.52668853478,154.707804229,35.7215160728,138,3,9.0,B,0,137.064753428,114
4830,4830,155.409090909,7.07550496875,154.707804229,35.7215160728,139,3,10.0,B,0,135.29578578,114
4831,4831,158.0,6.204836823,154.707804229,35.7215160728,140,3,11.0,B,0,159.610179597,114
4832,4832,158.210526316,6.41680906654,154.707804229,35.7215160728,141,3,12.0,B,0,159.065101044,114
4833,4833,152.714285714,2.69037083654,154.707804229,35.7215160728,142,3,13.0,B,0,152.138998626,114
4834,4834,150.0,5.04975246918,154.707804229,35.7215160728,143,3,14.0,B,0,144.994128,114
4835,4835,163.5,4.18330013267,154.707804229,35.7215160728,144,3,15.0,B,0,163.125153519,114
4836,4836,163.0,3.31662479036,154.707804229,35.7215160728,145,3,16.0,B,0,163.412880267,114
4837,4837,157.5,5.08920426,154.707804229,35.7215160728,146,3,17.0,B,0,150.476082849,114
4838,4838,152.923076923,4.03033370127,154.707804229,35.7215160728,147,3,18.0,B,0,158.994167946,114
4839,4839,152.357142857,4.41339121062,154.707804229,35.7215160728,148,3,19.0,B,0,158.606941608,114
4840,4840,158.428571429,5.0615262144,154.707804229,35.7215160728,149,3,20.0,B,0,158.134043233,114
4841,4841,162.0,1.58113883008,154.707804229,35.7215160728,150,3,21.0,B,0,160.020549037,114
4842,4842,169.307692308,7.72856838171,154.707804229,35.7215160728,151,3,22.0,B,0,173.590869616,114
4843,4843,174.5,4.7609522857,154.707804229,35.7215160728,152,3,23.0,B,0,184.621475248,114
4844,4844,164.714285714,2.56347977785,154.707804229,35.7215160728,153,3,24.0,B,0,155.945404431,114
4845,4845,166.0,1.58113883008,154.707804229,35.7215160728,154,3,25.0,B,0,167.572598858,114
4846,4846,177.5,0.707106781187,154.707804229,35.7215160728,155,3,26.0,B,0,175.953965446,114
4847,4847,181.0,2.16024689947,154.707804229,35.7215160728,156,3,27.0,B,0,176.753189665,114
4848,4848,178.5,3.60555127546,154.707804229,35.7215160728,157,3,28.0,B,0,179.470673019,114
4849,4849,178.5,3.60555127546,154.707804229,35.7215160728,158,3,29.0,B,0,179.466217139,114
4850,4850,167.117647059,5.82969073945,154.707804229,35.7215160728,159,3,30.0,B,0,166.336045462,114
4851,4851,153.0,3.31662479036,154.707804229,35.7215160728,160,3,31.0,B,0,158.458637248,114
4852,4852,152.5,3.60555127546,154.707804229,35.7215160728,161,3,32.0,B,0,157.21163843,114
4853,4853,137.0,2.16024689947,154.707804229,35.7215160728,162,3,33.0,B,0,137.008415831,114
4854,4854,132.5,1.29099444874,154.707804229,35.7215160728,163,3,34.0,B,0,133.78092554,114
4855,4855,123.0,2.73861278753,154.707804229,35.7215160728,164,3,35.0,B,0,128.286734725,114
4856,4856,121.0,3.31662479036,154.707804229,35.7215160728,165,3,36.0,B,0,117.454903757,114
4857,4857,110.0,3.31662479036,154.707804229,35.7215160728,166,3,37.0,B,0,109.38836799,114
4858,4858,105.5,1.87082869339,154.707804229,35.7215160728,167,3,38.0,B,0,109.159903217,114
4859,4859,96.5,2.44948974278,154.707804229,35.7215160728,168,3,39.0,B,0,98.0480328891,114
4860,4860,96.5,2.44948974278,154.707804229,35.7215160728,169,3,40.0,B,0,98.2189418174,114
4861,4861,91.8333333333,2.31660671385,154.707804229,35.7215160728,170,3,41.0,B,0,94.7299231882,114
4862,4862,86.5,2.44948974278,154.707804229,35.7215160728,171,4,1.0,B,0,87.4818269846,115
4863,4863,87.5,2.44948974278,154.707804229,35.7215160728,172,4,2.0,B,0,86.6154454354,115
4864,4864,94.0,3.89444048185,154.707804229,35.7215160728,173,4,3.0,B,0,93.2374333629,115
4865,4865,99.5,1.29099444874,154.707804229,35.7215160728,174,4,4.0,B,0,99.5900838638,115
4866,4866,105.5,1.29099444874,154.707804229,35.7215160728,175,4,5.0,B,0,105.150978356,115
4867,4867,105.0,2.73861278753,154.707804229,35.7215160728,176,4,6.0,B,0,100.060616533,115
4868,4868,108.5,1.29099444874,154.707804229,35.7215160728,177,4,7.0,B,0,107.4091103,115
4869,4869,123.842105263,5.87142948612,154.707804229,35.7215160728,178,4,8.0,B,0,125.795275664,115
4870,4870,145.0,4.24264068712,154.707804229,35.7215160728,179,4,9.0,B,0,143.696647916,115
4871,4871,154.416666667,3.75277674973,154.707804229,35.7215160728,180,4,10.0,B,0,156.299846346,115
4872,4872,159.666666667,5.16397779494,154.707804229,35.7215160728,181,4,11.0,B,0,148.856638662,115
4873,4873,174.5,3.0276503541,154.707804229,35.7215160728,182,4,12.0,B,0,172.582866227,115
4874,4874,180.5,3.0276503541,154.707804229,35.7215160728,183,4,13.0,B,0,179.738126977,115
4875,4875,181.5,8.80340843083,154.707804229,35.7215160728,184,4,14.0,B,0,179.506438945,115
4876,4876,189.0,3.89444048185,154.707804229,35.7215160728,185,4,15.0,B,0,191.212177586,115
4877,4877,193.0,2.16024689947,154.707804229,35.7215160728,186,4,16.0,B,0,192.768703981,115
4878,4878,189.5,4.18330013267,154.707804229,35.7215160728,187,4,17.0,B,0,190.957755662,115
4879,4879,200.5,5.9160797831,154.707804229,35.7215160728,188,4,18.0,B,0,201.67919118,115
4880,4880,198.947368421,5.72007851743,154.707804229,35.7215160728,189,4,19.0,B,0,194.969817869,115
4881,4881,205.8,6.29619768298,154.707804229,35.7215160728,190,4,20.0,B,0,214.752730413,115
4882,4882,205.0,3.89444048185,154.707804229,35.7215160728,191,4,21.0,B,0,202.455719399,115
4883,4883,207.5,2.44948974278,154.707804229,35.7215160728,192,4,22.0,B,0,206.357487632,115
4884,4884,209.0,1.58113883008,154.707804229,35.7215160728,193,4,23.0,B,0,207.635115432,115
4885,4885,212.0,2.16024689947,154.707804229,35.7215160728,194,4,24.0,B,0,209.208357654,115
4886,4886,207.5,3.60555127546,154.707804229,35.7215160728,195,4,25.0,B,0,209.057401945,115
4887,4887,196.0,4.472135955,154.707804229,35.7215160728,196,4,26.0,B,0,194.957783246,115
4888,4888,197.0,2.16024689947,154.707804229,35.7215160728,197,4,27.0,B,0,197.748816943,115
4889,4889,211.0,2.16024689947,154.707804229,35.7215160728,198,4,28.0,B,0,209.525487129,115
4890,4890,212.0,2.73861278753,154.707804229,35.7215160728,199,4,29.0,B,0,208.569389394,115
4891,4891,206.0,2.73861278753,154.707804229,35.7215160728,200,4,30.0,B,0,206.908883372,115
4892,4892,195.0,2.73861278753,154.707804229,35.7215160728,201,4,31.0,B,0,193.978478727,115
4893,4893,194.5,2.44948974278,154.707804229,35.7215160728,202,4,32.0,B,0,197.313383436,115
4894,4894,192.909090909,3.47719845435,154.707804229,35.7215160728,203,4,33.0,B,0,197.572640761,115
4895,4895,167.904761905,7.91773175793,154.707804229,35.7215160728,204,4,34.0,B,0,160.135653573,115
4896,4896,152.555555556,6.16653417982,154.707804229,35.7215160728,205,4,35.0,B,0,149.566730128,115
4897,4897,143.5,4.7609522857,154.707804229,35.7215160728,206,4,36.0,B,0,146.735672079,115
4898,4898,143.5,4.7609522857,154.707804229,35.7215160728,207,4,37.0,B,0,148.599945591,115
4899,4899,142.0,3.31662479036,154.707804229,35.7215160728,208,4,38.0,B,0,141.557717707,115
4900,4900,142.5,3.0276503541,154.707804229,35.7215160728,209,4,39.0,B,0,143.107158431,115
4901,4901,146.0,5.04975246918,154.707804229,35.7215160728,210,4,40.0,B,0,146.917470893,115
4902,4902,141.75,4.06201920232,154.707804229,35.7215160728,211,4,41.0,B,0,141.588168185,115
4903,4903,129.0,1.58113883008,154.707804229,35.7215160728,212,4,42.0,B,0,128.757308796,115
4904,4904,122.5,0.707106781187,154.707804229,35.7215160728,213,5,1.0,B,0,122.349006517,116
4905,4905,111.0,2.73861278753,154.707804229,35.7215160728,214,5,2.0,B,0,114.146266151,116
4906,4906,112.5,1.87082869339,154.707804229,35.7215160728,215,5,3.0,B,0,112.856146184,116
4907,4907,127.5,2.44948974278,154.707804229,35.7215160728,216,5,4.0,B,0,125.099025305,116
4908,4908,137.0,1.58113883008,154.707804229,35.7215160728,217,5,5.0,B,0,138.921697832,116
4909,4909,141.5,4.76445169983,154.707804229,35.7215160728,218,5,6.0,B,0,142.703808652,116
4910,4910,148.545454545,5.10614602932,154.707804229,35.7215160728,219,5,7.0,B,0,153.995933224,116
4911,4911,176.5,0.707106781187,154.707804229,35.7215160728,220,5,8.0,B,0,176.776238993,116
4912,4912,190.0,1.58113883008,154.707804229,35.7215160728,221,5,9.0,B,0,189.965389621,116
4913,4913,216.833333333,3.31159578854,154.707804229,35.7215160728,224,5,10.0,B,0,218.044271886,116
4914,4914,207.333333333,2.08166599947,154.707804229,35.7215160728,225,5,11.0,B,0,205.043069501,116
4915,4915,206.5,1.87082869339,154.707804229,35.7215160728,226,5,12.0,B,0,205.225883544,116
4916,4916,208.5,3.60555127546,154.707804229,35.7215160728,227,5,13.0,B,0,210.395025419,116
4917,4917,229.0,1.58113883008,154.707804229,35.7215160728,228,5,14.0,B,0,230.208340088,116
4918,4918,227.0,2.73861278753,154.707804229,35.7215160728,229,5,15.0,B,0,230.11765977,116
4919,4919,226.5,3.60555127546,154.707804229,35.7215160728,230,5,16.0,B,0,229.405731485,116
4920,4920,220.666666667,1.52752523165,154.707804229,35.7215160728,231,5,17.0,B,0,221.445627376,116
4921,4921,217.5,1.29099444874,154.707804229,35.7215160728,232,5,18.0,B,0,217.745805719,116
4922,4922,218.0,1.0,154.707804229,35.7215160728,233,5,19.0,B,0,220.048395169,116
4923,4923,220.5,1.87082869339,154.707804229,35.7215160728,234,5,20.0,B,0,219.476401431,116
4924,4924,219.083333333,4.31610795495,154.707804229,35.7215160728,235,5,21.0,B,0,222.241902552,116
4925,4925,217.461538462,6.92357548062,154.707804229,35.7215160728,236,5,22.0,B,0,214.648806624,116
4926,4926,223.5,1.87082869339,154.707804229,35.7215160728,237,5,23.0,B,0,223.129513919,116
4927,4927,211.4,4.1150131632,154.707804229,35.7215160728,238,5,24.0,B,0,209.49790806,116
4928,4928,203.0,3.6514837167,154.707804229,35.7215160728,239,5,25.0,B,0,206.628915804,116
4929,4929,205.5,3.0276503541,154.707804229,35.7215160728,240,5,26.0,B,0,210.312861227,116
4930,4930,214.0,4.472135955,154.707804229,35.7215160728,241,5,27.0,B,0,208.838349144,116
4931,4931,197.636363636,4.05642027588,154.707804229,35.7215160728,242,5,28.0,B,0,199.471726936,116
4932,4932,189.8,1.92353840617,154.707804229,35.7215160728,243,5,29.0,B,0,189.326669385,116
4933,4933,185.0,2.92770021885,154.707804229,35.7215160728,244,5,30.0,B,0,183.32033561,116
4934,4934,182.0,6.0827625303,154.707804229,35.7215160728,245,5,31.0,B,0,186.398549131,116
4935,4935,173.0,3.31662479036,154.707804229,35.7215160728,246,5,32.0,B,0,170.672372604,116
4936,4936,165.5,1.87082869339,154.707804229,35.7215160728,247,5,33.0,B,0,165.955595915,116
4937,4937,166.0,1.0,154.707804229,35.7215160728,248,5,34.0,B,0,165.727386384,116
4938,4938,167.0,2.16024689947,154.707804229,35.7215160728,249,5,35.0,B,0,165.328495316,116
4939,4939,152.5,3.0276503541,154.707804229,35.7215160728,250,5,36.0,B,0,153.983482537,116
4940,4940,145.2,1.92353840617,154.707804229,35.7215160728,251,5,37.0,B,0,146.539286091,116
4941,4941,133.444444444,3.43187671366,154.707804229,35.7215160728,252,5,38.0,B,0,135.964653857,116
4942,4942,130.5,1.87082869339,154.707804229,35.7215160728,253,5,39.0,B,0,131.204960687,116
4943,4943,119.714285714,2.87020822208,154.707804229,35.7215160728,254,5,40.0,B,0,120.389975638,116
4944,4944,114.5,1.29099444874,154.707804229,35.7215160728,255,5,41.0,B,0,113.139695719,116
4945,4945,111.416666667,3.75277674973,154.707804229,35.7215160728,256,5,42.0,B,0,114.216370884,116
4946,4946,114.166666667,2.31660671385,154.707804229,35.7215160728,257,6,1.0,B,0,113.065934597,117
4947,4947,113.5,4.18330013267,154.707804229,35.7215160728,258,6,2.0,B,0,108.234642042,117
4948,4948,116.5,3.0276503541,154.707804229,35.7215160728,259,6,3.0,B,0,109.338858591,117
4949,4949,122.571428571,2.99205296617,154.707804229,35.7215160728,260,6,4.0,B,0,127.839839689,117
4950,4950,147.5,5.9160797831,154.707804229,35.7215160728,261,6,5.0,B,0,155.547103578,117
4951,4951,162.5,2.44948974278,154.707804229,35.7215160728,262,6,6.0,B,0,164.447687141,117
4952,4952,172.5,7.07106781187,154.707804229,35.7215160728,263,6,7.0,B,0,174.350288714,117
4953,4953,166.5,4.7609522857,154.707804229,35.7215160728,264,6,8.0,B,0,167.208179613,117
4954,4954,171.266666667,7.40141556602,154.707804229,35.7215160728,265,6,9.0,B,0,181.14408892,117
4955,4955,177.666666667,5.65685424949,154.707804229,35.7215160728,266,6,10.0,B,0,176.451960773,117
4956,4956,160.44,8.14493707772,154.707804229,35.7215160728,267,6,11.0,B,0,154.752860866,117
4957,4957,148.444444444,3.57460176492,154.707804229,35.7215160728,268,6,12.0,B,0,147.824200358,117
4958,4958,146.0,5.04975246918,154.707804229,35.7215160728,269,6,13.0,B,0,151.475153931,117
4959,4959,153.0,1.58113883008,154.707804229,35.7215160728,270,6,14.0,B,0,155.134909134,117
4960,4960,163.5,5.33853912602,154.707804229,35.7215160728,271,6,15.0,B,0,160.027052663,117
4961,4961,175.0,3.89444048185,154.707804229,35.7215160728,272,6,16.0,B,0,171.364500224,117
4962,4962,176.4,5.32916503779,154.707804229,35.7215160728,273,6,17.0,B,0,178.790564066,117
4963,4963,181.16,7.62495901628,154.707804229,35.7215160728,274,6,18.0,B,0,171.202727538,117
4964,4964,170.8,7.05218642219,154.707804229,35.7215160728,275,6,19.0,B,0,178.415571937,117
4965,4965,167.0,4.16333199893,154.707804229,35.7215160728,276,6,20.0,B,0,170.552361838,117
4966,4966,169.5,3.0276503541,154.707804229,35.7215160728,277,6,21.0,B,0,166.286297749,117
4967,4967,172.0,5.04975246918,154.707804229,35.7215160728,278,6,22.0,B,0,173.851118312,117
4968,4968,159.0,5.04975246918,154.707804229,35.7215160728,279,6,23.0,B,0,158.213535561,117
4969,4969,167.0,1.58113883008,154.707804229,35.7215160728,280,6,24.0,B,0,167.408493124,117
4970,4970,170.6,3.20416395752,154.707804229,35.7215160728,281,6,25.0,B,0,171.288419314,117
4971,4971,173.0,2.16024689947,154.707804229,35.7215160728,282,6,26.0,B,0,172.495868641,117
4972,4972,175.875,5.66789202438,154.707804229,35.7215160728,283,6,27.0,B,0,179.641644589,117
4973,4973,171.5,11.1130553854,154.707804229,35.7215160728,284,6,28.0,B,0,180.556659007,117
4974,4974,176.0,8.51469318296,154.707804229,35.7215160728,285,6,29.0,B,0,177.807036777,117
4975,4975,168.5,4.18330013267,154.707804229,35.7215160728,286,6,30.0,B,0,170.427648566,117
4976,4976,167.5,5.33853912602,154.707804229,35.7215160728,287,6,31.0,B,0,167.61317759,117
4977,4977,154.5,2.44948974278,154.707804229,35.7215160728,288,6,32.0,B,0,157.375236797,117
4978,4978,138.5,0.707106781187,154.707804229,35.7215160728,289,6,33.0,B,0,138.006690059,117
4979,4979,133.571428571,2.99205296617,154.707804229,35.7215160728,290,6,34.0,B,0,134.351205833,117
4980,4980,126.0,1.58113883008,154.707804229,35.7215160728,291,6,35.0,B,0,121.704352582,117
4981,4981,123.5,1.29099444874,154.707804229,35.7215160728,292,6,36.0,B,0,122.732879362,117
4982,4982,121.0,2.73861278753,154.707804229,35.7215160728,293,6,37.0,B,0,120.81331011,117
4983,4983,108.5,2.44948974278,154.707804229,35.7215160728,294,6,38.0,B,0,107.516279044,117
4984,4984,110.0,2.16024689947,154.707804229,35.7215160728,295,6,39.0,B,0,110.452944154,117
4985,4985,107.5,1.87082869339,154.707804229,35.7215160728,296,6,40.0,B,0,108.641161048,117
4986,4986,107.0,2.16024689947,154.707804229,35.7215160728,297,6,41.0,B,0,110.476053728,117
4987,4987,96.0,3.31662479036,154.707804229,35.7215160728,298,7,1.0,B,0,92.6964976067,118
4988,4988,99.5,1.29099444874,154.707804229,35.7215160728,299,7,2.0,B,0,99.3317298147,118
4989,4989,115.0,3.31662479036,154.707804229,35.7215160728,300,7,3.0,B,0,117.959487796,118
4990,4990,116.5,3.60555127546,154.707804229,35.7215160728,301,7,4.0,B,0,113.588037997,118
4991,4991,131.125,2.90012315009,154.707804229,35.7215160728,302,7,5.0,B,0,127.782346948,118
4992,4992,138.5,1.29099444874,154.707804229,35.7215160728,303,7,6.0,B,0,138.283612542,118
4993,4993,140.0,1.58113883008,154.707804229,35.7215160728,304,7,7.0,B,0,141.951333224,118
4994,4994,152.666666667,3.0550504633,154.707804229,35.7215160728,305,7,8.0,B,0,152.380990985,118
4995,4995,164.111111111,2.93446947694,154.707804229,35.7215160728,306,7,9.0,B,0,167.496965992,118
4996,4996,178.357142857,6.05877802934,154.707804229,35.7215160728,307,7,10.0,B,0,183.919403746,118
4997,4997,190.875,3.27053949241,154.707804229,35.7215160728,308,7,11.0,B,0,191.923515414,118
4998,4998,193.4,2.70185121722,154.707804229,35.7215160728,309,7,12.0,B,0,193.802326248,118
4999,4999,203.0,3.31662479036,154.707804229,35.7215160728,310,7,13.0,B,0,201.944590108,118
5000,5000,203.5,3.60555127546,154.707804229,35.7215160728,311,7,14.0,B,0,208.288423267,118
5001,5001,196.0,1.0,154.707804229,35.7215160728,312,7,15.0,B,0,195.963306789,118
5002,5002,197.0,1.0,154.707804229,35.7215160728,313,7,16.0,B,0,196.051709588,118
5003,5003,203.0,3.31662479036,154.707804229,35.7215160728,314,7,17.0,B,0,205.955044561,118
5004,5004,199.818181818,3.60050501508,154.707804229,35.7215160728,315,7,18.0,B,0,198.786596923,118
5005,5005,197.5,4.18330013267,154.707804229,35.7215160728,316,7,19.0,B,0,196.850701876,118
5006,5006,206.5,4.7609522857,154.707804229,35.7215160728,317,7,20.0,B,0,215.589026003,118
5007,5007,200.5,1.29099444874,154.707804229,35.7215160728,318,7,21.0,B,0,201.433053604,118
5008,5008,195.0,3.53553390593,154.707804229,35.7215160728,319,7,22.0,B,0,196.570203085,118
5009,5009,180.5,5.33853912602,154.707804229,35.7215160728,320,7,23.0,B,0,181.398924871,118
5010,5010,173.3,8.30060238778,154.707804229,35.7215160728,321,7,24.0,B,0,182.722837995,118
5011,5011,159.5,3.60555127546,154.707804229,35.7215160728,322,7,25.0,B,0,150.728405837,118
5012,5012,170.0,4.472135955,154.707804229,35.7215160728,323,7,26.0,B,0,168.661397518,118
5013,5013,165.5,1.87082869339,154.707804229,35.7215160728,324,7,27.0,B,0,164.634496471,118
5014,5014,158.0,3.31662479036,154.707804229,35.7215160728,325,7,28.0,B,0,157.902949494,118
5015,5015,158.5,4.18330013267,154.707804229,35.7215160728,326,7,29.0,B,0,161.705892493,118
5016,5016,144.5,4.18330013267,154.707804229,35.7215160728,327,7,30.0,B,0,147.597417771,118
5017,5017,144.5,3.0276503541,154.707804229,35.7215160728,328,7,31.0,B,0,142.379530982,118
5018,5018,142.0,2.16024689947,154.707804229,35.7215160728,329,7,32.0,B,0,144.712663438,118
5019,5019,132.75,2.91547594742,154.707804229,35.7215160728,330,7,33.0,B,0,133.827371013,118
5020,5020,127.0,3.31662479036,154.707804229,35.7215160728,331,7,34.0,B,0,132.988500036,118
5021,5021,120.0,3.89444048185,154.707804229,35.7215160728,332,7,35.0,B,0,127.759607286,118
5022,5022,118.0,3.89444048185,154.707804229,35.7215160728,333,7,36.0,B,0,118.264426353,118
5023,5023,103.5,1.87082869339,154.707804229,35.7215160728,334,7,37.0,B,0,103.228572754,118
5024,5024,100.0,3.31662479036,154.707804229,35.7215160728,335,7,38.0,B,0,98.3457498698,118
5025,5025,94.5,1.87082869339,154.707804229,35.7215160728,336,7,39.0,B,0,94.3426689471,118
5026,5026,103.5,3.60555127546,123.764770277,46.3653806652,43,1,1.0,R,1,97.678575805,119
5027,5027,102.2,2.58843582111,123.764770277,46.3653806652,44,1,2.0,R,1,96.5903934976,119
5028,5028,121.947368421,12.3714441994,123.764770277,46.3653806652,45,1,3.0,R,1,136.655997208,119
5029,5029,128.0,25.1197133742,123.764770277,46.3653806652,46,1,4.0,R,1,142.552927545,119
5030,5030,142.0,25.1197133742,123.764770277,46.3653806652,47,1,5.0,R,1,111.325620412,119
5031,5031,151.2,3.11448230048,123.764770277,46.3653806652,48,1,6.0,R,1,153.495169543,119
5032,5032,150.833333333,3.0605010483,123.764770277,46.3653806652,49,1,7.0,R,1,152.820040629,119
5033,5033,162.571428571,5.89281551767,123.764770277,46.3653806652,50,1,8.0,R,1,168.970815349,119
5034,5034,165.333333333,7.23417813807,123.764770277,46.3653806652,51,1,9.0,R,1,165.725916455,119
5035,5035,167.2,11.6490342947,123.764770277,46.3653806652,52,1,10.0,R,1,142.131181927,119
5036,5036,174.0,11.6490342947,123.764770277,46.3653806652,53,1,11.0,R,1,199.342854494,119
5037,5037,186.125,6.3793752493,123.764770277,46.3653806652,54,1,12.0,R,1,186.764286026,119
5038,5038,192.0,4.84767985742,123.764770277,46.3653806652,55,1,13.0,R,1,197.424385731,119
5039,5039,185.428571429,3.50509832754,123.764770277,46.3653806652,56,1,14.0,R,1,184.27278062,119
5040,5040,189.2,4.54116969758,123.764770277,46.3653806652,57,1,15.0,R,1,186.152553022,119
5041,5041,194.0,10.0332779622,123.764770277,46.3653806652,58,1,16.0,R,1,218.58265288,119
5042,5042,197.666666667,1.52752523165,123.764770277,46.3653806652,59,1,17.0,R,1,200.825663741,119
5043,5043,199.0,5.65685424949,123.764770277,46.3653806652,60,1,18.0,R,1,203.76259389,119
5044,5044,197.0,1.41421356237,123.764770277,46.3653806652,61,1,19.0,R,1,196.141626864,119
5045,5045,194.4,3.36154726279,123.764770277,46.3653806652,62,1,20.0,R,1,196.371211759,119
5046,5046,194.2,4.77958622105,123.764770277,46.3653806652,63,1,21.0,R,1,200.732245377,119
5047,5047,199.4,4.03732584764,123.764770277,46.3653806652,64,1,22.0,R,1,204.485831215,119
5048,5048,201.0,2.64575131106,123.764770277,46.3653806652,65,1,23.0,R,1,202.366431832,119
5049,5049,203.5,1.29099444874,123.764770277,46.3653806652,66,1,24.0,R,1,202.829756485,119
5050,5050,203.555555556,4.55826477706,123.764770277,46.3653806652,67,1,25.0,R,1,201.986004334,119
5051,5051,203.0,1.0,123.764770277,46.3653806652,68,1,26.0,R,1,203.413388862,119
5052,5052,205.2,6.45755371639,123.764770277,46.3653806652,69,1,27.0,R,1,196.721751008,119
5053,5053,206.666666667,10.115993937,123.764770277,46.3653806652,70,1,28.0,R,1,200.930795373,119
5054,5054,212.166666667,3.18852107828,123.764770277,46.3653806652,71,1,29.0,R,1,210.592386756,119
5055,5055,216.5,0.707106781187,123.764770277,46.3653806652,72,1,30.0,R,1,216.332610862,119
5056,5056,202.6,14.4314471439,123.764770277,46.3653806652,73,1,31.0,R,1,209.781984516,119
5057,5057,201.583333333,19.246998979,123.764770277,46.3653806652,74,1,32.0,R,1,188.146418519,119
5058,5058,178.5,1.87082869339,123.764770277,46.3653806652,75,1,33.0,R,1,179.349972806,119
5059,5059,161.0,15.5563491861,123.764770277,46.3653806652,76,1,34.0,R,1,169.852017214,119
5060,5060,139.0,15.5563491861,123.764770277,46.3653806652,77,1,35.0,R,1,133.13648609,119
5061,5061,149.0,15.5563491861,123.764770277,46.3653806652,78,1,36.0,R,1,144.941011259,119
5062,5062,139.444444444,7.03759744357,123.764770277,46.3653806652,79,1,37.0,R,1,146.038838756,119
5063,5063,132.285714286,3.25137333621,123.764770277,46.3653806652,80,1,38.0,R,1,131.558993398,119
5064,5064,132.666666667,3.21455025366,123.764770277,46.3653806652,81,1,39.0,R,1,141.98940614,119
5065,5065,135.5,0.707106781187,123.764770277,46.3653806652,82,1,40.0,R,1,135.105485741,119
5066,5066,134.5,0.707106781187,123.764770277,46.3653806652,83,2,1.0,R,1,134.561683947,120
5067,5067,130.5,1.87082869339,123.764770277,46.3653806652,84,2,2.0,R,1,128.167722964,120
5068,5068,127.0,6.05530070819,123.764770277,46.3653806652,85,2,3.0,R,1,126.229335821,120
5069,5069,129.333333333,1.52752523165,123.764770277,46.3653806652,86,2,4.0,R,1,128.657932175,120
5070,5070,133.888888889,4.98609176722,123.764770277,46.3653806652,87,2,5.0,R,1,123.671063121,120
5071,5071,128.8,1.92353840617,123.764770277,46.3653806652,88,2,6.0,R,1,129.108545269,120
5072,5072,134.3,7.08754776586,123.764770277,46.3653806652,89,2,7.0,R,1,128.130836178,120
5073,5073,137.3,8.32733117178,123.764770277,46.3653806652,90,2,8.0,R,1,139.435843219,120
5074,5074,133.5,1.29099444874,123.764770277,46.3653806652,91,2,9.0,R,1,132.252685236,120
5075,5075,144.933333333,7.22561580833,123.764770277,46.3653806652,92,2,10.0,R,1,145.783940334,120
5076,5076,150.0,6.14119578863,123.764770277,46.3653806652,93,2,11.0,R,1,144.827123427,120
5077,5077,152.571428571,11.4870527531,123.764770277,46.3653806652,94,2,12.0,R,1,147.274679892,120
